epoch  loss  rmse_e(eV/atom)  rmse_f(eV/A)  rmse_v(eV/atom)  rmse_stress(GPa)  gnorm
399 7.453195e-05 0.000546 0.038531 0.000000 0.0000 0.01
400 7.446313e-05 0.000487 0.038530 0.000000 0.0000 0.01
401 7.457181e-05 0.000591 0.038528 0.000000 0.0000 0.02
402 7.521370e-05 0.000997 0.038528 0.000000 0.0000 0.01
403 7.493551e-05 0.000844 0.038529 0.000000 0.0000 0.01
404 7.462272e-05 0.000629 0.038530 0.000000 0.0000 0.01
405 7.441688e-05 0.000439 0.038529 0.000000 0.0000 0.01
406 7.454504e-05 0.000569 0.038528 0.000000 0.0000 0.01
407 7.444575e-05 0.000476 0.038528 0.000000 0.0000 0.01
408 7.439670e-05 0.000422 0.038528 0.000000 0.0000 0.00
409 7.447240e-05 0.000505 0.038527 0.000000 0.0000 0.01
410 7.448501e-05 0.000519 0.038527 0.000000 0.0000 0.01
411 7.445918e-05 0.000493 0.038527 0.000000 0.0000 0.01
412 7.461460e-05 0.000633 0.038526 0.000000 0.0000 0.01
413 7.438531e-05 0.000416 0.038526 0.000000 0.0000 0.02
414 7.539202e-05 0.001087 0.038525 0.000000 0.0000 0.02
415 7.502410e-05 0.000902 0.038526 0.000000 0.0000 0.01
416 7.452238e-05 0.000555 0.038527 0.000000 0.0000 0.01
417 7.472515e-05 0.000714 0.038527 0.000000 0.0000 0.01
418 7.469368e-05 0.000691 0.038527 0.000000 0.0000 0.01
419 7.491751e-05 0.000836 0.038528 0.000000 0.0000 0.02
420 7.453052e-05 0.000560 0.038527 0.000000 0.0000 0.01
421 7.451619e-05 0.000543 0.038528 0.000000 0.0000 0.01
422 7.448373e-05 0.000513 0.038528 0.000000 0.0000 0.01
423 7.462752e-05 0.000638 0.038528 0.000000 0.0000 0.01
424 7.455154e-05 0.000578 0.038527 0.000000 0.0000 0.01
425 7.442422e-05 0.000454 0.038527 0.000000 0.0000 0.01
426 7.449196e-05 0.000525 0.038527 0.000000 0.0000 0.01
427 7.452042e-05 0.000551 0.038527 0.000000 0.0000 0.01
428 7.472620e-05 0.000712 0.038528 0.000000 0.0000 0.01
429 7.455872e-05 0.000583 0.038528 0.000000 0.0000 0.01
430 7.460328e-05 0.000622 0.038527 0.000000 0.0000 0.01
431 7.459199e-05 0.000613 0.038527 0.000000 0.0000 0.01
432 7.461992e-05 0.000634 0.038527 0.000000 0.0000 0.01
433 7.468565e-05 0.000683 0.038528 0.000000 0.0000 0.01
434 7.485769e-05 0.000800 0.038527 0.000000 0.0000 0.02
435 7.452914e-05 0.000559 0.038527 0.000000 0.0000 0.01
436 7.451246e-05 0.000544 0.038527 0.000000 0.0000 0.01
437 7.438986e-05 0.000415 0.038527 0.000000 0.0000 0.00
438 7.450390e-05 0.000536 0.038527 0.000000 0.0000 0.01
439 7.499818e-05 0.000884 0.038527 0.000000 0.0000 0.01
440 7.456842e-05 0.000593 0.038527 0.000000 0.0000 0.01
441 7.452927e-05 0.000563 0.038526 0.000000 0.0000 0.02
442 7.446391e-05 0.000505 0.038525 0.000000 0.0000 0.01
443 7.439049e-05 0.000427 0.038525 0.000000 0.0000 0.01
444 7.449548e-05 0.000537 0.038525 0.000000 0.0000 0.01
445 7.441315e-05 0.000453 0.038525 0.000000 0.0000 0.00
446 7.440299e-05 0.000442 0.038525 0.000000 0.0000 0.00
447 7.439651e-05 0.000435 0.038525 0.000000 0.0000 0.01
448 7.439198e-05 0.000429 0.038525 0.000000 0.0000 0.01
449 7.444786e-05 0.000490 0.038525 0.000000 0.0000 0.01
450 7.449549e-05 0.000534 0.038525 0.000000 0.0000 0.01
451 7.445485e-05 0.000495 0.038525 0.000000 0.0000 0.01
452 7.441155e-05 0.000448 0.038526 0.000000 0.0000 0.01
453 7.442610e-05 0.000465 0.038525 0.000000 0.0000 0.01
454 7.447922e-05 0.000519 0.038525 0.000000 0.0000 0.01
455 7.441056e-05 0.000447 0.038526 0.000000 0.0000 0.01
456 7.454968e-05 0.000582 0.038525 0.000000 0.0000 0.01
457 7.450421e-05 0.000543 0.038525 0.000000 0.0000 0.02
458 7.505050e-05 0.000917 0.038525 0.000000 0.0000 0.02
459 7.514711e-05 0.000969 0.038525 0.000000 0.0000 0.02
460 7.459056e-05 0.000620 0.038524 0.000000 0.0000 0.01
461 7.480694e-05 0.000773 0.038525 0.000000 0.0000 0.01
462 7.459289e-05 0.000619 0.038525 0.000000 0.0000 0.01
463 7.445457e-05 0.000496 0.038525 0.000000 0.0000 0.01
464 7.439848e-05 0.000435 0.038525 0.000000 0.0000 0.00
465 7.448375e-05 0.000525 0.038525 0.000000 0.0000 0.01
466 7.444150e-05 0.000483 0.038525 0.000000 0.0000 0.01
467 7.443050e-05 0.000472 0.038525 0.000000 0.0000 0.01
468 7.444546e-05 0.000488 0.038525 0.000000 0.0000 0.01
469 7.442248e-05 0.000463 0.038525 0.000000 0.0000 0.01
470 7.444917e-05 0.000491 0.038525 0.000000 0.0000 0.01
471 7.440901e-05 0.000448 0.038525 0.000000 0.0000 0.00
472 7.441037e-05 0.000449 0.038525 0.000000 0.0000 0.01
473 7.442091e-05 0.000460 0.038525 0.000000 0.0000 0.00
474 7.442483e-05 0.000464 0.038525 0.000000 0.0000 0.01
475 7.439733e-05 0.000433 0.038525 0.000000 0.0000 0.01
476 7.443562e-05 0.000477 0.038525 0.000000 0.0000 0.01
477 7.443124e-05 0.000472 0.038525 0.000000 0.0000 0.00
478 7.443472e-05 0.000477 0.038525 0.000000 0.0000 0.01
479 7.440888e-05 0.000449 0.038525 0.000000 0.0000 0.01
480 7.439425e-05 0.000431 0.038525 0.000000 0.0000 0.00
481 7.440785e-05 0.000446 0.038525 0.000000 0.0000 0.00
482 7.441978e-05 0.000459 0.038525 0.000000 0.0000 0.01
483 7.440309e-05 0.000441 0.038525 0.000000 0.0000 0.01
484 7.441291e-05 0.000453 0.038525 0.000000 0.0000 0.01
485 7.442071e-05 0.000460 0.038525 0.000000 0.0000 0.01
486 7.442811e-05 0.000469 0.038525 0.000000 0.0000 0.01
487 7.442531e-05 0.000466 0.038525 0.000000 0.0000 0.01
488 7.438761e-05 0.000424 0.038525 0.000000 0.0000 0.00
489 7.441434e-05 0.000454 0.038525 0.000000 0.0000 0.01
490 7.438589e-05 0.000421 0.038525 0.000000 0.0000 0.00
491 7.438290e-05 0.000418 0.038525 0.000000 0.0000 0.00
492 7.439005e-05 0.000427 0.038525 0.000000 0.0000 0.01
493 7.441030e-05 0.000451 0.038525 0.000000 0.0000 0.02
494 7.447482e-05 0.000517 0.038525 0.000000 0.0000 0.01
495 7.451192e-05 0.000552 0.038525 0.000000 0.0000 0.01
496 7.439122e-05 0.000427 0.038525 0.000000 0.0000 0.01
497 7.439262e-05 0.000430 0.038525 0.000000 0.0000 0.01
498 7.440384e-05 0.000443 0.038525 0.000000 0.0000 0.00
499 7.438799e-05 0.000425 0.038525 0.000000 0.0000 0.00
500 7.439842e-05 0.000437 0.038525 0.000000 0.0000 0.01
501 7.440287e-05 0.000442 0.038525 0.000000 0.0000 0.01
502 7.440144e-05 0.000440 0.038525 0.000000 0.0000 0.01
503 7.438710e-05 0.000424 0.038525 0.000000 0.0000 0.00
504 7.438626e-05 0.000423 0.038525 0.000000 0.0000 0.01
505 7.439472e-05 0.000434 0.038524 0.000000 0.0000 0.00
506 7.438417e-05 0.000422 0.038524 0.000000 0.0000 0.00
507 7.446366e-05 0.000507 0.038525 0.000000 0.0000 0.01
508 7.444434e-05 0.000488 0.038524 0.000000 0.0000 0.01
509 7.444704e-05 0.000490 0.038524 0.000000 0.0000 0.01
510 7.438168e-05 0.000419 0.038524 0.000000 0.0000 0.00
511 7.440425e-05 0.000445 0.038524 0.000000 0.0000 0.01
512 7.438477e-05 0.000423 0.038524 0.000000 0.0000 0.01
513 7.441890e-05 0.000461 0.038524 0.000000 0.0000 0.01
514 7.439106e-05 0.000430 0.038524 0.000000 0.0000 0.00
515 7.440783e-05 0.000449 0.038524 0.000000 0.0000 0.00
516 7.439215e-05 0.000432 0.038524 0.000000 0.0000 0.01
517 7.439000e-05 0.000429 0.038524 0.000000 0.0000 0.00
518 7.438837e-05 0.000427 0.038524 0.000000 0.0000 0.01
519 7.440809e-05 0.000449 0.038524 0.000000 0.0000 0.01
520 7.441089e-05 0.000452 0.038524 0.000000 0.0000 0.00
521 7.437471e-05 0.000411 0.038524 0.000000 0.0000 0.00
522 7.446147e-05 0.000505 0.038524 0.000000 0.0000 0.01
523 7.437858e-05 0.000416 0.038524 0.000000 0.0000 0.00
524 7.439603e-05 0.000437 0.038524 0.000000 0.0000 0.00
525 7.440760e-05 0.000449 0.038524 0.000000 0.0000 0.01
526 7.437916e-05 0.000417 0.038524 0.000000 0.0000 0.01
527 7.440500e-05 0.000446 0.038524 0.000000 0.0000 0.01
528 7.438818e-05 0.000427 0.038524 0.000000 0.0000 0.01
529 7.438666e-05 0.000425 0.038524 0.000000 0.0000 0.00
530 7.439170e-05 0.000431 0.038524 0.000000 0.0000 0.01
531 7.440132e-05 0.000442 0.038524 0.000000 0.0000 0.00
532 7.438293e-05 0.000421 0.038524 0.000000 0.0000 0.01
533 7.440927e-05 0.000452 0.038524 0.000000 0.0000 0.01
534 7.439773e-05 0.000439 0.038524 0.000000 0.0000 0.01
535 7.438620e-05 0.000425 0.038524 0.000000 0.0000 0.00
536 7.438179e-05 0.000420 0.038524 0.000000 0.0000 0.01
537 7.439192e-05 0.000432 0.038524 0.000000 0.0000 0.01
538 7.439833e-05 0.000440 0.038524 0.000000 0.0000 0.01
539 7.439018e-05 0.000431 0.038524 0.000000 0.0000 0.01
540 7.441853e-05 0.000463 0.038524 0.000000 0.0000 0.01
541 7.439866e-05 0.000441 0.038524 0.000000 0.0000 0.01
542 7.438543e-05 0.000426 0.038524 0.000000 0.0000 0.00
543 7.438398e-05 0.000424 0.038524 0.000000 0.0000 0.01
544 7.437950e-05 0.000419 0.038524 0.000000 0.0000 0.01
545 7.439874e-05 0.000441 0.038524 0.000000 0.0000 0.01
546 7.439021e-05 0.000432 0.038524 0.000000 0.0000 0.00
547 7.440388e-05 0.000447 0.038524 0.000000 0.0000 0.01
548 7.438505e-05 0.000426 0.038524 0.000000 0.0000 0.01
549 7.438796e-05 0.000429 0.038524 0.000000 0.0000 0.01
550 7.439264e-05 0.000435 0.038524 0.000000 0.0000 0.01
551 7.439142e-05 0.000433 0.038524 0.000000 0.0000 0.01
552 7.438504e-05 0.000426 0.038524 0.000000 0.0000 0.01
553 7.438605e-05 0.000428 0.038524 0.000000 0.0000 0.00
554 7.439092e-05 0.000433 0.038524 0.000000 0.0000 0.01
555 7.438341e-05 0.000424 0.038524 0.000000 0.0000 0.01
556 7.438579e-05 0.000427 0.038524 0.000000 0.0000 0.00
557 7.439284e-05 0.000435 0.038524 0.000000 0.0000 0.00
558 7.438246e-05 0.000423 0.038524 0.000000 0.0000 0.01
559 7.438392e-05 0.000425 0.038524 0.000000 0.0000 0.01
560 7.438320e-05 0.000424 0.038524 0.000000 0.0000 0.01
561 7.438915e-05 0.000431 0.038524 0.000000 0.0000 0.01
562 7.439150e-05 0.000434 0.038524 0.000000 0.0000 0.01
563 7.438082e-05 0.000421 0.038524 0.000000 0.0000 0.00
564 7.438429e-05 0.000425 0.038524 0.000000 0.0000 0.00
565 7.438152e-05 0.000422 0.038524 0.000000 0.0000 0.00
566 7.438677e-05 0.000428 0.038524 0.000000 0.0000 0.01
567 7.438249e-05 0.000423 0.038524 0.000000 0.0000 0.00
568 7.438283e-05 0.000423 0.038524 0.000000 0.0000 0.02
569 7.439318e-05 0.000436 0.038524 0.000000 0.0000 0.00
570 7.441053e-05 0.000455 0.038524 0.000000 0.0000 0.01
571 7.438284e-05 0.000423 0.038524 0.000000 0.0000 0.01
572 7.438228e-05 0.000422 0.038524 0.000000 0.0000 0.01
573 7.438581e-05 0.000427 0.038524 0.000000 0.0000 0.01
574 7.438217e-05 0.000422 0.038524 0.000000 0.0000 0.01
575 7.438234e-05 0.000422 0.038524 0.000000 0.0000 0.00
576 7.438749e-05 0.000428 0.038524 0.000000 0.0000 0.01
577 7.438290e-05 0.000423 0.038524 0.000000 0.0000 0.01
578 7.438900e-05 0.000430 0.038524 0.000000 0.0000 0.01
579 7.438221e-05 0.000422 0.038524 0.000000 0.0000 0.01
580 7.437849e-05 0.000418 0.038524 0.000000 0.0000 0.01
581 7.438400e-05 0.000424 0.038524 0.000000 0.0000 0.00
582 7.438123e-05 0.000421 0.038524 0.000000 0.0000 0.01
583 7.437965e-05 0.000419 0.038524 0.000000 0.0000 0.00
584 7.438486e-05 0.000425 0.038524 0.000000 0.0000 0.01
585 7.438461e-05 0.000425 0.038524 0.000000 0.0000 0.01
586 7.438171e-05 0.000421 0.038524 0.000000 0.0000 0.00
587 7.438232e-05 0.000422 0.038524 0.000000 0.0000 0.00
588 7.438186e-05 0.000421 0.038524 0.000000 0.0000 0.02
589 7.437383e-05 0.000411 0.038524 0.000000 0.0000 0.02
590 7.440372e-05 0.000446 0.038524 0.000000 0.0000 0.01
591 7.441528e-05 0.000459 0.038524 0.000000 0.0000 0.00
592 7.438465e-05 0.000424 0.038524 0.000000 0.0000 0.01
593 7.437665e-05 0.000415 0.038524 0.000000 0.0000 0.00
594 7.438646e-05 0.000426 0.038524 0.000000 0.0000 0.00
595 7.438580e-05 0.000426 0.038524 0.000000 0.0000 0.01
596 7.437827e-05 0.000417 0.038524 0.000000 0.0000 0.01
597 7.438113e-05 0.000420 0.038524 0.000000 0.0000 0.00
598 7.438099e-05 0.000420 0.038524 0.000000 0.0000 0.00
599 7.438089e-05 0.000420 0.038524 0.000000 0.0000 0.00
600 7.438189e-05 0.000421 0.038524 0.000000 0.0000 0.01
